pair,direction,metal,donor,edge_count,complex_count
ILP / CSD,extra_in_ILP,Zn,O,308,217
ILP / CSD,extra_in_ILP,Zn,C,178,116
ILP / CSD,extra_in_ILP,Ti,C,114,80
ILP / CSD,extra_in_ILP,Hg,O,93,61
ILP / CSD,extra_in_ILP,Zr,C,85,52
ILP / CSD,extra_in_ILP,Cd,O,77,59
ILP / CSD,extra_in_ILP,Cu,O,75,58
ILP / CSD,extra_in_ILP,Ag,O,69,63
ILP / CSD,extra_in_ILP,Cu,C,65,44
ILP / CSD,extra_in_ILP,Fe,H,39,31
ILP / CSD,extra_in_ILP,Ni,C,39,28
ILP / CSD,extra_in_ILP,Hg,N,37,27
ILP / CSD,extra_in_ILP,Ag,C,32,26
ILP / CSD,extra_in_ILP,Zn,S,32,21
ILP / CSD,extra_in_ILP,Y,C,30,22
ILP / CSD,extra_in_ILP,Ru,B,27,26
ILP / CSD,extra_in_ILP,Ni,H,22,20
ILP / CSD,extra_in_ILP,Zr,B,20,17
ILP / CSD,extra_in_ILP,Ag,N,19,16
ILP / CSD,extra_in_ILP,Hg,S,19,18
ILP / CSD,extra_in_ILP,Cr,H,17,13
ILP / CSD,extra_in_ILP,Hf,C,17,10
ILP / CSD,extra_in_ILP,Zn,N,16,12
ILP / CSD,extra_in_ILP,Fe,O,15,14
ILP / CSD,extra_in_ILP,Fe,B,14,13
ILP / CSD,extra_in_ILP,Ag,S,13,10
ILP / CSD,extra_in_ILP,Co,C,12,10
ILP / CSD,extra_in_ILP,Cu,H,12,9
ILP / CSD,extra_in_ILP,Cd,C,11,6
ILP / CSD,extra_in_ILP,Hg,C,11,9
ILP / CSD,extra_in_ILP,Mo,B,11,9
ILP / CSD,extra_in_ILP,Y,B,11,6
ILP / CSD,extra_in_ILP,Y,H,11,9
ILP / CSD,extra_in_ILP,Cu,N,10,9
ILP / CSD,extra_in_ILP,Pd,C,10,7
ILP / CSD,extra_in_ILP,Cu,B,9,9
ILP / CSD,extra_in_ILP,Fe,C,9,8
ILP / CSD,extra_in_ILP,Pt,C,9,8
ILP / CSD,extra_in_ILP,Cd,N,8,6
ILP / CSD,extra_in_ILP,Ni,N,8,7
ILP / CSD,extra_in_ILP,Pt,H,8,8
ILP / CSD,extra_in_ILP,Rh,H,8,8
ILP / CSD,extra_in_ILP,Pd,O,7,7
ILP / CSD,extra_in_ILP,Zn,B,7,4
ILP / CSD,extra_in_ILP,Cr,C,6,4
ILP / CSD,extra_in_ILP,Fe,N,6,6
ILP / CSD,extra_in_ILP,La,C,6,2
ILP / CSD,extra_in_ILP,Nb,C,6,4
ILP / CSD,extra_in_ILP,Ta,C,6,4
ILP / CSD,extra_in_ILP,Ti,S,6,6
ILP / CSD,extra_in_ILP,Zr,H,6,6
ILP / CSD,extra_in_ILP,Zr,P,6,4
ILP / CSD,extra_in_ILP,Cd,S,5,4
ILP / CSD,extra_in_ILP,Fe,F,5,2
ILP / CSD,extra_in_ILP,Ir,B,5,5
ILP / CSD,extra_in_ILP,Mn,B,5,5
ILP / CSD,extra_in_ILP,Mo,C,5,5
ILP / CSD,extra_in_ILP,Ni,O,5,5
ILP / CSD,extra_in_ILP,Ni,S,5,3
ILP / CSD,extra_in_ILP,Pt,O,5,4
ILP / CSD,extra_in_ILP,Ru,H,5,5
ILP / CSD,extra_in_ILP,Ru,O,5,4
ILP / CSD,extra_in_ILP,Ti,B,5,4
ILP / CSD,extra_in_ILP,V,C,5,3
ILP / CSD,extra_in_ILP,Zn,P,5,5
ILP / CSD,extra_in_ILP,Zr,F,5,5
ILP / CSD,extra_in_ILP,Cr,B,4,3
ILP / CSD,extra_in_ILP,Ir,H,4,4
ILP / CSD,extra_in_ILP,Ir,O,4,4
ILP / CSD,extra_in_ILP,Mn,O,4,3
ILP / CSD,extra_in_ILP,Ni,B,4,4
ILP / CSD,extra_in_ILP,Pd,H,4,4
ILP / CSD,extra_in_ILP,Pt,B,4,2
ILP / CSD,extra_in_ILP,Re,B,4,4
ILP / CSD,extra_in_ILP,Sc,O,4,3
ILP / CSD,extra_in_ILP,Ta,O,4,3
ILP / CSD,extra_in_ILP,Ti,P,4,4
ILP / CSD,extra_in_ILP,Y,O,4,3
ILP / CSD,extra_in_ILP,Zr,O,4,2
ILP / CSD,extra_in_ILP,Fe,S,3,3
ILP / CSD,extra_in_ILP,Mo,H,3,3
ILP / CSD,extra_in_ILP,Pd,B,3,3
ILP / CSD,extra_in_ILP,Pd,N,3,2
ILP / CSD,extra_in_ILP,Rh,F,3,3
ILP / CSD,extra_in_ILP,Ru,C,3,3
ILP / CSD,extra_in_ILP,Ti,N,3,1
ILP / CSD,extra_in_ILP,Ti,O,3,3
ILP / CSD,extra_in_ILP,W,C,3,2
ILP / CSD,extra_in_ILP,Y,S,3,3
ILP / CSD,extra_in_ILP,Zn,F,3,3
ILP / CSD,extra_in_ILP,Zn,H,3,2
ILP / CSD,extra_in_ILP,Ag,H,2,2
ILP / CSD,extra_in_ILP,Au,C,2,1
ILP / CSD,extra_in_ILP,Cd,F,2,2
ILP / CSD,extra_in_ILP,Co,H,2,2
ILP / CSD,extra_in_ILP,Co,N,2,2
ILP / CSD,extra_in_ILP,Cr,O,2,2
ILP / CSD,extra_in_ILP,Cu,S,2,2
ILP / CSD,extra_in_ILP,Fe,Cl,2,1
ILP / CSD,extra_in_ILP,Hf,O,2,1
ILP / CSD,extra_in_ILP,Hf,S,2,2
ILP / CSD,extra_in_ILP,Hg,H,2,2
ILP / CSD,extra_in_ILP,Ir,C,2,2
ILP / CSD,extra_in_ILP,Ni,Cl,2,2
ILP / CSD,extra_in_ILP,Re,C,2,2
ILP / CSD,extra_in_ILP,Re,H,2,2
ILP / CSD,extra_in_ILP,Rh,B,2,2
ILP / CSD,extra_in_ILP,Rh,C,2,2
ILP / CSD,extra_in_ILP,Rh,N,2,2
ILP / CSD,extra_in_ILP,Rh,O,2,2
ILP / CSD,extra_in_ILP,Sc,B,2,2
ILP / CSD,extra_in_ILP,Ta,B,2,2
ILP / CSD,extra_in_ILP,Ta,N,2,1
ILP / CSD,extra_in_ILP,Ti,F,2,2
ILP / CSD,extra_in_ILP,V,H,2,2
ILP / CSD,extra_in_ILP,W,H,2,2
ILP / CSD,extra_in_ILP,Zr,S,2,2
ILP / CSD,extra_in_ILP,Ag,Se,1,1
ILP / CSD,extra_in_ILP,Au,N,1,1
ILP / CSD,extra_in_ILP,Co,B,1,1
ILP / CSD,extra_in_ILP,Co,O,1,1
ILP / CSD,extra_in_ILP,Cr,N,1,1
ILP / CSD,extra_in_ILP,Cu,P,1,1
ILP / CSD,extra_in_ILP,Fe,Br,1,1
ILP / CSD,extra_in_ILP,Hf,B,1,1
ILP / CSD,extra_in_ILP,Hf,F,1,1
ILP / CSD,extra_in_ILP,Hf,N,1,1
ILP / CSD,extra_in_ILP,Hg,Cl,1,1
ILP / CSD,extra_in_ILP,Ir,N,1,1
ILP / CSD,extra_in_ILP,La,B,1,1
ILP / CSD,extra_in_ILP,La,H,1,1
ILP / CSD,extra_in_ILP,La,N,1,1
ILP / CSD,extra_in_ILP,Mn,H,1,1
ILP / CSD,extra_in_ILP,Mn,Si,1,1
ILP / CSD,extra_in_ILP,Mo,O,1,1
ILP / CSD,extra_in_ILP,Nb,Cl,1,1
ILP / CSD,extra_in_ILP,Nb,H,1,1
ILP / CSD,extra_in_ILP,Os,B,1,1
ILP / CSD,extra_in_ILP,Pd,As,1,1
ILP / CSD,extra_in_ILP,Re,N,1,1
ILP / CSD,extra_in_ILP,Re,O,1,1
ILP / CSD,extra_in_ILP,Ru,S,1,1
ILP / CSD,extra_in_ILP,Sc,S,1,1
ILP / CSD,extra_in_ILP,Tc,B,1,1
ILP / CSD,extra_in_ILP,Ti,As,1,1
ILP / CSD,extra_in_ILP,Ti,H,1,1
ILP / CSD,extra_in_ILP,V,B,1,1
ILP / CSD,extra_in_ILP,V,F,1,1
ILP / CSD,extra_in_ILP,V,O,1,1
ILP / CSD,extra_in_ILP,W,N,1,1
ILP / CSD,extra_in_ILP,Zr,N,1,1
ILP / CSD,extra_in_ILP,Zr,Se,1,1
ILP / CSD,missing_from_ILP,Ni,O,681,433
ILP / CSD,missing_from_ILP,Ni,N,363,247
ILP / CSD,missing_from_ILP,Mo,O,229,223
ILP / CSD,missing_from_ILP,W,C,192,144
ILP / CSD,missing_from_ILP,Zn,N,139,119
ILP / CSD,missing_from_ILP,Re,N,135,114
ILP / CSD,missing_from_ILP,Pd,N,132,113
ILP / CSD,missing_from_ILP,Re,C,129,73
ILP / CSD,missing_from_ILP,Zr,C,129,82
ILP / CSD,missing_from_ILP,Cd,N,118,84
