IDs,pair,both_parsed,connectivity_match,atoms_a,atoms_b,edges_a,edges_b
QISJIM,ILP / CSD,1,1,36,36,44,44
QISJIM,ILP / NBO(DFT),0,,36,,44,
QISJIM,ILP / Hückel(DFT),1,1,36,36,44,44
QISJIM,CSD / NBO(DFT),0,,36,,44,
QISJIM,CSD / Hückel(DFT),1,1,36,36,44,44
QISJIM,NBO(DFT) / Hückel(DFT),0,,,36,,44
QISLAI,ILP / CSD,1,1,23,23,26,26
QISLAI,ILP / NBO(DFT),0,,23,,26,
QISLAI,ILP / Hückel(DFT),1,1,23,23,26,26
QISLAI,CSD / NBO(DFT),0,,23,,26,
QISLAI,CSD / Hückel(DFT),1,1,23,23,26,26
QISLAI,NBO(DFT) / Hückel(DFT),0,,,23,,26
QISMEK,ILP / CSD,1,1,23,23,28,28
QISMEK,ILP / NBO(DFT),1,1,23,23,28,28
QISMEK,ILP / Hückel(DFT),1,1,23,23,28,28
QISMEK,CSD / NBO(DFT),1,1,23,23,28,28
QISMEK,CSD / Hückel(DFT),1,1,23,23,28,28
QISMEK,NBO(DFT) / Hückel(DFT),1,1,23,23,28,28
QISMOU,ILP / CSD,1,1,33,33,41,41
QISMOU,ILP / NBO(DFT),1,1,33,33,41,41
QISMOU,ILP / Hückel(DFT),1,1,33,33,41,41
QISMOU,CSD / NBO(DFT),1,1,33,33,41,41
QISMOU,CSD / Hückel(DFT),1,1,33,33,41,41
QISMOU,NBO(DFT) / Hückel(DFT),1,1,33,33,41,41
QISMUD,ILP / CSD,1,1,29,29,32,32
QISMUD,ILP / NBO(DFT),0,,29,,32,
QISMUD,ILP / Hückel(DFT),1,1,29,29,32,32
QISMUD,CSD / NBO(DFT),0,,29,,32,
QISMUD,CSD / Hückel(DFT),1,1,29,29,32,32
QISMUD,NBO(DFT) / Hückel(DFT),0,,,29,,32
QISPEO,ILP / CSD,1,1,29,29,36,36
QISPEO,ILP / NBO(DFT),1,1,29,29,36,36
QISPEO,ILP / Hückel(DFT),1,1,29,29,36,36
QISPEO,CSD / NBO(DFT),1,1,29,29,36,36
QISPEO,CSD / Hückel(DFT),1,1,29,29,36,36
QISPEO,NBO(DFT) / Hückel(DFT),1,1,29,29,36,36
QISROZ,ILP / CSD,1,1,18,18,22,22
QISROZ,ILP / NBO(DFT),1,1,18,18,22,22
QISROZ,ILP / Hückel(DFT),1,1,18,18,22,22
QISROZ,CSD / NBO(DFT),1,1,18,18,22,22
QISROZ,CSD / Hückel(DFT),1,1,18,18,22,22
QISROZ,NBO(DFT) / Hückel(DFT),1,1,18,18,22,22
QISSAO,ILP / CSD,1,1,35,35,38,38
QISSAO,ILP / NBO(DFT),1,1,35,35,38,38
QISSAO,ILP / Hückel(DFT),1,0,35,35,38,39
QISSAO,CSD / NBO(DFT),1,1,35,35,38,38
QISSAO,CSD / Hückel(DFT),1,0,35,35,38,39
QISSAO,NBO(DFT) / Hückel(DFT),1,0,35,35,38,39
QISTOE,ILP / CSD,1,1,47,47,53,53
QISTOE,ILP / NBO(DFT),1,1,47,47,53,53
QISTOE,ILP / Hückel(DFT),1,1,47,47,53,53
QISTOE,CSD / NBO(DFT),1,1,47,47,53,53
QISTOE,CSD / Hückel(DFT),1,1,47,47,53,53
QISTOE,NBO(DFT) / Hückel(DFT),1,1,47,47,53,53
QISXEV,ILP / CSD,1,1,36,36,39,39
QISXEV,ILP / NBO(DFT),1,1,36,36,39,39
QISXEV,ILP / Hückel(DFT),1,1,36,36,39,39
QISXEV,CSD / NBO(DFT),1,1,36,36,39,39
QISXEV,CSD / Hückel(DFT),1,1,36,36,39,39
QISXEV,NBO(DFT) / Hückel(DFT),1,1,36,36,39,39
QISXIZ,ILP / CSD,1,1,35,35,37,37
QISXIZ,ILP / NBO(DFT),0,,35,,37,
QISXIZ,ILP / Hückel(DFT),1,1,35,35,37,37
QISXIZ,CSD / NBO(DFT),0,,35,,37,
QISXIZ,CSD / Hückel(DFT),1,1,35,35,37,37
QISXIZ,NBO(DFT) / Hückel(DFT),0,,,35,,37
QISYUN,ILP / CSD,1,1,32,32,41,41
QISYUN,ILP / NBO(DFT),1,1,32,32,41,41
QISYUN,ILP / Hückel(DFT),1,1,32,32,41,41
QISYUN,CSD / NBO(DFT),1,1,32,32,41,41
QISYUN,CSD / Hückel(DFT),1,1,32,32,41,41
QISYUN,NBO(DFT) / Hückel(DFT),1,1,32,32,41,41
QITFIK,ILP / CSD,1,1,29,29,34,34
QITFIK,ILP / NBO(DFT),0,,29,,34,
QITFIK,ILP / Hückel(DFT),1,1,29,29,34,34
QITFIK,CSD / NBO(DFT),0,,29,,34,
QITFIK,CSD / Hückel(DFT),1,1,29,29,34,34
QITFIK,NBO(DFT) / Hückel(DFT),0,,,29,,34
QITGEH,ILP / CSD,1,1,27,27,32,32
QITGEH,ILP / NBO(DFT),1,1,27,27,32,32
QITGEH,ILP / Hückel(DFT),1,1,27,27,32,32
QITGEH,CSD / NBO(DFT),1,1,27,27,32,32
QITGEH,CSD / Hückel(DFT),1,1,27,27,32,32
QITGEH,NBO(DFT) / Hückel(DFT),1,1,27,27,32,32
QITKEL,ILP / CSD,1,1,31,31,38,38
QITKEL,ILP / NBO(DFT),1,1,31,31,38,38
QITKEL,ILP / Hückel(DFT),1,1,31,31,38,38
QITKEL,CSD / NBO(DFT),1,1,31,31,38,38
QITKEL,CSD / Hückel(DFT),1,1,31,31,38,38
QITKEL,NBO(DFT) / Hückel(DFT),1,1,31,31,38,38
QITMEN,ILP / CSD,1,1,18,18,19,19
QITMEN,ILP / NBO(DFT),1,1,18,18,19,19
QITMEN,ILP / Hückel(DFT),1,1,18,18,19,19
QITMEN,CSD / NBO(DFT),1,1,18,18,19,19
QITMEN,CSD / Hückel(DFT),1,1,18,18,19,19
QITMEN,NBO(DFT) / Hückel(DFT),1,1,18,18,19,19
QITMIR,ILP / CSD,1,1,18,18,19,19
QITMIR,ILP / NBO(DFT),1,1,18,18,19,19
QITMIR,ILP / Hückel(DFT),1,1,18,18,19,19
QITMIR,CSD / NBO(DFT),1,1,18,18,19,19
QITMIR,CSD / Hückel(DFT),1,1,18,18,19,19
QITMIR,NBO(DFT) / Hückel(DFT),1,1,18,18,19,19
QITMOX,ILP / CSD,1,1,28,28,32,32
QITMOX,ILP / NBO(DFT),1,1,28,28,32,32
QITMOX,ILP / Hückel(DFT),1,1,28,28,32,32
QITMOX,CSD / NBO(DFT),1,1,28,28,32,32
QITMOX,CSD / Hückel(DFT),1,1,28,28,32,32
QITMOX,NBO(DFT) / Hückel(DFT),1,1,28,28,32,32
QITMUD,ILP / CSD,1,1,23,23,27,27
QITMUD,ILP / NBO(DFT),1,1,23,23,27,27
QITMUD,ILP / Hückel(DFT),1,1,23,23,27,27
QITMUD,CSD / NBO(DFT),1,1,23,23,27,27
QITMUD,CSD / Hückel(DFT),1,1,23,23,27,27
QITMUD,NBO(DFT) / Hückel(DFT),1,1,23,23,27,27
QITNEM,ILP / CSD,1,1,19,19,21,21
QITNEM,ILP / NBO(DFT),1,1,19,19,21,21
QITNEM,ILP / Hückel(DFT),1,1,19,19,21,21
QITNEM,CSD / NBO(DFT),1,1,19,19,21,21
QITNEM,CSD / Hückel(DFT),1,1,19,19,21,21
QITNEM,NBO(DFT) / Hückel(DFT),1,1,19,19,21,21
QITPAL,ILP / CSD,1,1,37,37,42,42
QITPAL,ILP / NBO(DFT),1,1,37,37,42,42
QITPAL,ILP / Hückel(DFT),1,0,37,37,42,43
QITPAL,CSD / NBO(DFT),1,1,37,37,42,42
QITPAL,CSD / Hückel(DFT),1,0,37,37,42,43
QITPAL,NBO(DFT) / Hückel(DFT),1,0,37,37,42,43
QITPEP,ILP / CSD,1,1,38,38,43,43
QITPEP,ILP / NBO(DFT),1,1,38,38,43,43
QITPEP,ILP / Hückel(DFT),1,1,38,38,43,43
QITPEP,CSD / NBO(DFT),1,1,38,38,43,43
QITPEP,CSD / Hückel(DFT),1,1,38,38,43,43
QITPEP,NBO(DFT) / Hückel(DFT),1,1,38,38,43,43
QITREQ,ILP / CSD,1,1,22,22,23,23
QITREQ,ILP / NBO(DFT),1,1,22,22,23,23
QITREQ,ILP / Hückel(DFT),1,1,22,22,23,23
QITREQ,CSD / NBO(DFT),1,1,22,22,23,23
QITREQ,CSD / Hückel(DFT),1,1,22,22,23,23
QITREQ,NBO(DFT) / Hückel(DFT),1,1,22,22,23,23
QITRER,ILP / CSD,1,1,33,33,37,37
QITRER,ILP / NBO(DFT),0,,33,,37,
QITRER,ILP / Hückel(DFT),1,1,33,33,37,37
QITRER,CSD / NBO(DFT),0,,33,,37,
QITRER,CSD / Hückel(DFT),1,1,33,33,37,37
QITRER,NBO(DFT) / Hückel(DFT),0,,,33,,37
QITROB,ILP / CSD,1,0,24,24,28,27
QITROB,ILP / NBO(DFT),1,0,24,24,28,27
QITROB,ILP / Hückel(DFT),1,1,24,24,28,28
QITROB,CSD / NBO(DFT),1,1,24,24,27,27
QITROB,CSD / Hückel(DFT),1,0,24,24,27,28
QITROB,NBO(DFT) / Hückel(DFT),1,0,24,24,27,28
QITRUH,ILP / CSD,1,0,25,25,29,28
QITRUH,ILP / NBO(DFT),1,0,25,25,29,28
QITRUH,ILP / Hückel(DFT),1,1,25,25,29,29
QITRUH,CSD / NBO(DFT),1,1,25,25,28,28
QITRUH,CSD / Hückel(DFT),1,0,25,25,28,29
QITRUH,NBO(DFT) / Hückel(DFT),1,0,25,25,28,29
QITSAO,ILP / CSD,1,0,25,25,30,29
QITSAO,ILP / NBO(DFT),1,0,25,25,30,29
QITSAO,ILP / Hückel(DFT),1,0,25,25,30,31
QITSAO,CSD / NBO(DFT),1,1,25,25,29,29
QITSAO,CSD / Hückel(DFT),1,0,25,25,29,31
QITSAO,NBO(DFT) / Hückel(DFT),1,0,25,25,29,31
QITSER,ILP / CSD,0,,,,,
QITSER,ILP / NBO(DFT),0,,,,,
QITSER,ILP / Hückel(DFT),0,,,,,
QITSER,CSD / NBO(DFT),0,,,,,
QITSER,CSD / Hückel(DFT),0,,,,,
QITSER,NBO(DFT) / Hückel(DFT),0,,,,,
QITSES,ILP / CSD,1,0,27,27,32,31
QITSES,ILP / NBO(DFT),0,,27,,32,
QITSES,ILP / Hückel(DFT),1,0,27,27,32,33
QITSES,CSD / NBO(DFT),0,,27,,31,
QITSES,CSD / Hückel(DFT),1,0,27,27,31,33
QITSES,NBO(DFT) / Hückel(DFT),0,,,27,,33
QITSUH,ILP / CSD,0,,,,,
QITSUH,ILP / NBO(DFT),0,,,,,
QITSUH,ILP / Hückel(DFT),0,,,,,
QITSUH,CSD / NBO(DFT),0,,,,,
QITSUH,CSD / Hückel(DFT),0,,,,,
QITSUH,NBO(DFT) / Hückel(DFT),0,,,,,
QITTOE,ILP / CSD,1,1,25,25,29,29
QITTOE,ILP / NBO(DFT),1,1,25,25,29,29
QITTOE,ILP / Hückel(DFT),1,1,25,25,29,29
QITTOE,CSD / NBO(DFT),1,1,25,25,29,29
QITTOE,CSD / Hückel(DFT),1,1,25,25,29,29
QITTOE,NBO(DFT) / Hückel(DFT),1,1,25,25,29,29
QITVAS,ILP / CSD,1,1,29,29,30,30
QITVAS,ILP / NBO(DFT),1,1,29,29,30,30
QITVAS,ILP / Hückel(DFT),1,1,29,29,30,30
QITVAS,CSD / NBO(DFT),1,1,29,29,30,30
QITVAS,CSD / Hückel(DFT),1,1,29,29,30,30
QITVAS,NBO(DFT) / Hückel(DFT),1,1,29,29,30,30
QITWEX,ILP / CSD,1,1,33,33,36,36
QITWEX,ILP / NBO(DFT),1,1,33,33,36,36
QITWEX,ILP / Hückel(DFT),1,1,33,33,36,36
QITWEX,CSD / NBO(DFT),1,1,33,33,36,36
QITWEX,CSD / Hückel(DFT),1,1,33,33,36,36
QITWEX,NBO(DFT) / Hückel(DFT),1,1,33,33,36,36
QITWIB,ILP / CSD,1,1,41,41,48,48
QITWIB,ILP / NBO(DFT),1,1,41,41,48,48
QITWIB,ILP / Hückel(DFT),1,1,41,41,48,48
QITWIB,CSD / NBO(DFT),1,1,41,41,48,48
QITWIB,CSD / Hückel(DFT),1,1,41,41,48,48
QITWIB,NBO(DFT) / Hückel(DFT),1,1,41,41,48,48
QITXIC,ILP / CSD,1,1,28,28,33,33
QITXIC,ILP / NBO(DFT),1,1,28,28,33,33
QITXIC,ILP / Hückel(DFT),1,1,28,28,33,33
QITXIC,CSD / NBO(DFT),1,1,28,28,33,33
QITXIC,CSD / Hückel(DFT),1,1,28,28,33,33
QITXIC,NBO(DFT) / Hückel(DFT),1,1,28,28,33,33
QITXOI,ILP / CSD,1,1,30,30,35,35
QITXOI,ILP / NBO(DFT),1,1,30,30,35,35
QITXOI,ILP / Hückel(DFT),1,1,30,30,35,35
QITXOI,CSD / NBO(DFT),1,1,30,30,35,35
QITXOI,CSD / Hückel(DFT),1,1,30,30,35,35
QITXOI,NBO(DFT) / Hückel(DFT),1,1,30,30,35,35
QITXUO,ILP / CSD,1,1,19,19,23,23
QITXUO,ILP / NBO(DFT),1,1,19,19,23,23
QITXUO,ILP / Hückel(DFT),1,1,19,19,23,23
QITXUO,CSD / NBO(DFT),1,1,19,19,23,23
QITXUO,CSD / Hückel(DFT),1,1,19,19,23,23
QITXUO,NBO(DFT) / Hückel(DFT),1,1,19,19,23,23
QIVBEC,ILP / CSD,1,1,37,37,44,44
QIVBEC,ILP / NBO(DFT),1,1,37,37,44,44
QIVBEC,ILP / Hückel(DFT),1,1,37,37,44,44
QIVBEC,CSD / NBO(DFT),1,1,37,37,44,44
QIVBEC,CSD / Hückel(DFT),1,1,37,37,44,44
QIVBEC,NBO(DFT) / Hückel(DFT),1,1,37,37,44,44
QIVCEE,ILP / CSD,1,1,15,15,17,17
QIVCEE,ILP / NBO(DFT),1,1,15,15,17,17
QIVCEE,ILP / Hückel(DFT),1,1,15,15,17,17
QIVCEE,CSD / NBO(DFT),1,1,15,15,17,17
QIVCEE,CSD / Hückel(DFT),1,1,15,15,17,17
QIVCEE,NBO(DFT) / Hückel(DFT),1,1,15,15,17,17
QIVGIM,ILP / CSD,0,,28,,28,
QIVGIM,ILP / NBO(DFT),1,1,28,28,28,28
QIVGIM,ILP / Hückel(DFT),1,1,28,28,28,28
QIVGIM,CSD / NBO(DFT),0,,,28,,28
QIVGIM,CSD / Hückel(DFT),0,,,28,,28
QIVGIM,NBO(DFT) / Hückel(DFT),1,1,28,28,28,28
QIVGOS,ILP / CSD,0,,28,,28,
QIVGOS,ILP / NBO(DFT),1,1,28,28,28,28
QIVGOS,ILP / Hückel(DFT),1,1,28,28,28,28
QIVGOS,CSD / NBO(DFT),0,,,28,,28
QIVGOS,CSD / Hückel(DFT),0,,,28,,28
QIVGOS,NBO(DFT) / Hückel(DFT),1,1,28,28,28,28
QIVHEK,ILP / CSD,1,1,35,35,39,39
QIVHEK,ILP / NBO(DFT),1,0,35,35,39,41
QIVHEK,ILP / Hückel(DFT),1,1,35,35,39,39
QIVHEK,CSD / NBO(DFT),1,0,35,35,39,41
QIVHEK,CSD / Hückel(DFT),1,1,35,35,39,39
QIVHEK,NBO(DFT) / Hückel(DFT),1,0,35,35,41,39
QIVHIO,ILP / CSD,0,,35,,39,
QIVHIO,ILP / NBO(DFT),1,0,35,35,39,41
QIVHIO,ILP / Hückel(DFT),1,0,35,35,39,40
QIVHIO,CSD / NBO(DFT),0,,,35,,41
QIVHIO,CSD / Hückel(DFT),0,,,35,,40
QIVHIO,NBO(DFT) / Hückel(DFT),1,0,35,35,41,40
QIVHUY,ILP / CSD,0,,29,,32,
QIVHUY,ILP / NBO(DFT),1,1,29,29,32,32
QIVHUY,ILP / Hückel(DFT),1,1,29,29,32,32
QIVHUY,CSD / NBO(DFT),0,,,29,,32
QIVHUY,CSD / Hückel(DFT),0,,,29,,32
QIVHUY,NBO(DFT) / Hückel(DFT),1,1,29,29,32,32
QIVJIP,ILP / CSD,1,1,18,18,20,20
QIVJIP,ILP / NBO(DFT),1,1,18,18,20,20
QIVJIP,ILP / Hückel(DFT),1,1,18,18,20,20
QIVJIP,CSD / NBO(DFT),1,1,18,18,20,20
QIVJIP,CSD / Hückel(DFT),1,1,18,18,20,20
QIVJIP,NBO(DFT) / Hückel(DFT),1,1,18,18,20,20
QIVQOD,ILP / CSD,1,0,41,41,46,48
QIVQOD,ILP / NBO(DFT),0,,41,,46,
QIVQOD,ILP / Hückel(DFT),1,1,41,41,46,46
QIVQOD,CSD / NBO(DFT),0,,41,,48,
QIVQOD,CSD / Hückel(DFT),1,0,41,41,48,46
QIVQOD,NBO(DFT) / Hückel(DFT),0,,,41,,46
QIVRES,ILP / CSD,1,1,31,31,40,40
QIVRES,ILP / NBO(DFT),1,1,31,31,40,40
QIVRES,ILP / Hückel(DFT),1,1,31,31,40,40
QIVRES,CSD / NBO(DFT),1,1,31,31,40,40
QIVRES,CSD / Hückel(DFT),1,1,31,31,40,40
QIVRES,NBO(DFT) / Hückel(DFT),1,1,31,31,40,40
QIVRIX,ILP / CSD,1,1,30,30,34,34
QIVRIX,ILP / NBO(DFT),1,1,30,30,34,34
QIVRIX,ILP / Hückel(DFT),1,1,30,30,34,34
QIVRIX,CSD / NBO(DFT),1,1,30,30,34,34
QIVRIX,CSD / Hückel(DFT),1,1,30,30,34,34
QIVRIX,NBO(DFT) / Hückel(DFT),1,1,30,30,34,34
QIVVIA,ILP / CSD,1,1,19,19,21,21
QIVVIA,ILP / NBO(DFT),1,1,19,19,21,21
QIVVIA,ILP / Hückel(DFT),1,1,19,19,21,21
QIVVIA,CSD / NBO(DFT),1,1,19,19,21,21
QIVVIA,CSD / Hückel(DFT),1,1,19,19,21,21
QIVVIA,NBO(DFT) / Hückel(DFT),1,1,19,19,21,21
QIVVOG,ILP / CSD,1,1,20,20,22,22
QIVVOG,ILP / NBO(DFT),1,1,20,20,22,22
QIVVOG,ILP / Hückel(DFT),1,1,20,20,22,22
QIVVOG,CSD / NBO(DFT),1,1,20,20,22,22
QIVVOG,CSD / Hückel(DFT),1,1,20,20,22,22
QIVVOG,NBO(DFT) / Hückel(DFT),1,1,20,20,22,22
QIVVUM,ILP / CSD,1,1,21,21,23,23
QIVVUM,ILP / NBO(DFT),1,1,21,21,23,23
QIVVUM,ILP / Hückel(DFT),1,1,21,21,23,23
QIVVUM,CSD / NBO(DFT),1,1,21,21,23,23
QIVVUM,CSD / Hückel(DFT),1,1,21,21,23,23
QIVVUM,NBO(DFT) / Hückel(DFT),1,1,21,21,23,23
QIVWIC,ILP / CSD,1,1,27,27,31,31
QIVWIC,ILP / NBO(DFT),1,1,27,27,31,31
QIVWIC,ILP / Hückel(DFT),1,0,27,27,31,29
QIVWIC,CSD / NBO(DFT),1,1,27,27,31,31
QIVWIC,CSD / Hückel(DFT),1,0,27,27,31,29
QIVWIC,NBO(DFT) / Hückel(DFT),1,0,27,27,31,29
QIVZEA,ILP / CSD,1,1,23,23,33,33
QIVZEA,ILP / NBO(DFT),1,1,23,23,33,33
QIVZEA,ILP / Hückel(DFT),1,1,23,23,33,33
QIVZEA,CSD / NBO(DFT),1,1,23,23,33,33
QIVZEA,CSD / Hückel(DFT),1,1,23,23,33,33
QIVZEA,NBO(DFT) / Hückel(DFT),1,1,23,23,33,33
QIVZUR,ILP / CSD,1,1,41,41,48,48
QIVZUR,ILP / NBO(DFT),1,1,41,41,48,48
QIVZUR,ILP / Hückel(DFT),1,1,41,41,48,48
QIVZUR,CSD / NBO(DFT),1,1,41,41,48,48
QIVZUR,CSD / Hückel(DFT),1,1,41,41,48,48
QIVZUR,NBO(DFT) / Hückel(DFT),1,1,41,41,48,48
QIWBUU,ILP / CSD,1,1,43,43,50,50
QIWBUU,ILP / NBO(DFT),1,1,43,43,50,50
QIWBUU,ILP / Hückel(DFT),1,1,43,43,50,50
QIWBUU,CSD / NBO(DFT),1,1,43,43,50,50
QIWBUU,CSD / Hückel(DFT),1,1,43,43,50,50
QIWBUU,NBO(DFT) / Hückel(DFT),1,1,43,43,50,50
QIWCAA,ILP / CSD,1,1,41,41,46,46
QIWCAA,ILP / NBO(DFT),1,1,41,41,46,46
QIWCAA,ILP / Hückel(DFT),1,1,41,41,46,46
QIWCAA,CSD / NBO(DFT),1,1,41,41,46,46
QIWCAA,CSD / Hückel(DFT),1,1,41,41,46,46
QIWCAA,NBO(DFT) / Hückel(DFT),1,1,41,41,46,46
QIWCII,ILP / CSD,1,1,45,45,52,52
QIWCII,ILP / NBO(DFT),1,1,45,45,52,52
QIWCII,ILP / Hückel(DFT),1,1,45,45,52,52
QIWCII,CSD / NBO(DFT),1,1,45,45,52,52
QIWCII,CSD / Hückel(DFT),1,1,45,45,52,52
QIWCII,NBO(DFT) / Hückel(DFT),1,1,45,45,52,52
QIWCOO,ILP / CSD,1,1,40,40,45,45
QIWCOO,ILP / NBO(DFT),1,1,40,40,45,45
QIWCOO,ILP / Hückel(DFT),1,1,40,40,45,45
QIWCOO,CSD / NBO(DFT),1,1,40,40,45,45
QIWCOO,CSD / Hückel(DFT),1,1,40,40,45,45
QIWCOO,NBO(DFT) / Hückel(DFT),1,1,40,40,45,45
QIWCOR,ILP / CSD,1,1,21,21,22,22
QIWCOR,ILP / NBO(DFT),1,1,21,21,22,22
QIWCOR,ILP / Hückel(DFT),1,1,21,21,22,22
QIWCOR,CSD / NBO(DFT),1,1,21,21,22,22
QIWCOR,CSD / Hückel(DFT),1,1,21,21,22,22
QIWCOR,NBO(DFT) / Hückel(DFT),1,1,21,21,22,22
QIWCUU,ILP / CSD,1,1,38,38,43,43
QIWCUU,ILP / NBO(DFT),1,1,38,38,43,43
QIWCUU,ILP / Hückel(DFT),1,1,38,38,43,43
QIWCUU,CSD / NBO(DFT),1,1,38,38,43,43
QIWCUU,CSD / Hückel(DFT),1,1,38,38,43,43
QIWCUU,NBO(DFT) / Hückel(DFT),1,1,38,38,43,43
QIWDEI,ILP / CSD,1,1,40,40,46,46
QIWDEI,ILP / NBO(DFT),1,1,40,40,46,46
QIWDEI,ILP / Hückel(DFT),1,1,40,40,46,46
QIWDEI,CSD / NBO(DFT),1,1,40,40,46,46
QIWDEI,CSD / Hückel(DFT),1,1,40,40,46,46
QIWDEI,NBO(DFT) / Hückel(DFT),1,1,40,40,46,46
QIWDOS,ILP / CSD,1,1,32,32,37,37
QIWDOS,ILP / NBO(DFT),1,1,32,32,37,37
QIWDOS,ILP / Hückel(DFT),1,1,32,32,37,37
QIWDOS,CSD / NBO(DFT),1,1,32,32,37,37
QIWDOS,CSD / Hückel(DFT),1,1,32,32,37,37
QIWDOS,NBO(DFT) / Hückel(DFT),1,1,32,32,37,37
QIWFAG,ILP / CSD,1,1,31,31,36,36
QIWFAG,ILP / NBO(DFT),1,1,31,31,36,36
QIWFAG,ILP / Hückel(DFT),1,1,31,31,36,36
QIWFAG,CSD / NBO(DFT),1,1,31,31,36,36
QIWFAG,CSD / Hückel(DFT),1,1,31,31,36,36
QIWFAG,NBO(DFT) / Hückel(DFT),1,1,31,31,36,36
QIWJAJ,ILP / CSD,1,1,38,38,43,43
QIWJAJ,ILP / NBO(DFT),0,,38,,43,
QIWJAJ,ILP / Hückel(DFT),1,1,38,38,43,43
QIWJAJ,CSD / NBO(DFT),0,,38,,43,
QIWJAJ,CSD / Hückel(DFT),1,1,38,38,43,43
QIWJAJ,NBO(DFT) / Hückel(DFT),0,,,38,,43
QIWJIR,ILP / CSD,1,1,38,38,43,43
QIWJIR,ILP / NBO(DFT),1,1,38,38,43,43
QIWJIR,ILP / Hückel(DFT),1,1,38,38,43,43
QIWJIR,CSD / NBO(DFT),1,1,38,38,43,43
QIWJIR,CSD / Hückel(DFT),1,1,38,38,43,43
QIWJIR,NBO(DFT) / Hückel(DFT),1,1,38,38,43,43
QIWJUD,ILP / CSD,1,1,35,35,43,43
QIWJUD,ILP / NBO(DFT),1,1,35,35,43,43
QIWJUD,ILP / Hückel(DFT),1,1,35,35,43,43
QIWJUD,CSD / NBO(DFT),1,1,35,35,43,43
QIWJUD,CSD / Hückel(DFT),1,1,35,35,43,43
QIWJUD,NBO(DFT) / Hückel(DFT),1,1,35,35,43,43
QIWKEN,ILP / CSD,1,1,21,21,22,22
QIWKEN,ILP / NBO(DFT),1,1,21,21,22,22
QIWKEN,ILP / Hückel(DFT),1,1,21,21,22,22
QIWKEN,CSD / NBO(DFT),1,1,21,21,22,22
QIWKEN,CSD / Hückel(DFT),1,1,21,21,22,22
QIWKEN,NBO(DFT) / Hückel(DFT),1,1,21,21,22,22
QIWKIR,ILP / CSD,1,1,30,30,32,32
QIWKIR,ILP / NBO(DFT),1,1,30,30,32,32
QIWKIR,ILP / Hückel(DFT),1,1,30,30,32,32
QIWKIR,CSD / NBO(DFT),1,1,30,30,32,32
QIWKIR,CSD / Hückel(DFT),1,1,30,30,32,32
QIWKIR,NBO(DFT) / Hückel(DFT),1,1,30,30,32,32
QIWKOX,ILP / CSD,1,1,21,21,22,22
QIWKOX,ILP / NBO(DFT),1,1,21,21,22,22
QIWKOX,ILP / Hückel(DFT),1,1,21,21,22,22
QIWKOX,CSD / NBO(DFT),1,1,21,21,22,22
QIWKOX,CSD / Hückel(DFT),1,1,21,21,22,22
QIWKOX,NBO(DFT) / Hückel(DFT),1,1,21,21,22,22
QIWKUE,ILP / CSD,1,1,22,22,25,25
QIWKUE,ILP / NBO(DFT),0,,22,,25,
QIWKUE,ILP / Hückel(DFT),1,1,22,22,25,25
QIWKUE,CSD / NBO(DFT),0,,22,,25,
QIWKUE,CSD / Hückel(DFT),1,1,22,22,25,25
QIWKUE,NBO(DFT) / Hückel(DFT),0,,,22,,25
QIWLUE,ILP / CSD,1,1,27,27,33,33
QIWLUE,ILP / NBO(DFT),0,,27,,33,
QIWLUE,ILP / Hückel(DFT),1,1,27,27,33,33
QIWLUE,CSD / NBO(DFT),0,,27,,33,
QIWLUE,CSD / Hückel(DFT),1,1,27,27,33,33
QIWLUE,NBO(DFT) / Hückel(DFT),0,,,27,,33
QIWMEP,ILP / CSD,1,1,35,35,45,45
QIWMEP,ILP / NBO(DFT),0,,35,,45,
QIWMEP,ILP / Hückel(DFT),1,1,35,35,45,45
QIWMEP,CSD / NBO(DFT),0,,35,,45,
QIWMEP,CSD / Hückel(DFT),1,1,35,35,45,45
QIWMEP,NBO(DFT) / Hückel(DFT),0,,,35,,45
QIWMOZ,ILP / CSD,1,1,29,29,31,31
QIWMOZ,ILP / NBO(DFT),1,1,29,29,31,31
QIWMOZ,ILP / Hückel(DFT),1,1,29,29,31,31
QIWMOZ,CSD / NBO(DFT),1,1,29,29,31,31
QIWMOZ,CSD / Hückel(DFT),1,1,29,29,31,31
QIWMOZ,NBO(DFT) / Hückel(DFT),1,1,29,29,31,31
QIWMUF,ILP / CSD,1,1,19,19,19,19
QIWMUF,ILP / NBO(DFT),1,1,19,19,19,19
QIWMUF,ILP / Hückel(DFT),1,1,19,19,19,19
QIWMUF,CSD / NBO(DFT),1,1,19,19,19,19
QIWMUF,CSD / Hückel(DFT),1,1,19,19,19,19
QIWMUF,NBO(DFT) / Hückel(DFT),1,1,19,19,19,19
QIWMUH,ILP / CSD,1,1,23,23,28,28
QIWMUH,ILP / NBO(DFT),0,,23,,28,
QIWMUH,ILP / Hückel(DFT),1,1,23,23,28,28
QIWMUH,CSD / NBO(DFT),0,,23,,28,
QIWMUH,CSD / Hückel(DFT),1,1,23,23,28,28
QIWMUH,NBO(DFT) / Hückel(DFT),0,,,23,,28
QIWNAO,ILP / CSD,0,,14,,19,
QIWNAO,ILP / NBO(DFT),0,,14,,19,
QIWNAO,ILP / Hückel(DFT),1,1,14,14,19,19
QIWNAO,CSD / NBO(DFT),0,,,,,
QIWNAO,CSD / Hückel(DFT),0,,,14,,19
