IDs,pair,both_parsed,connectivity_match,atoms_a,atoms_b,edges_a,edges_b
ABIJEA,ILP / CSD,0,,28,,33,
ABIJEA,ILP / NBO(DFT),0,,28,,33,
ABIJEA,ILP / Hückel(DFT),1,1,28,28,33,33
ABIJEA,CSD / NBO(DFT),0,,,,,
ABIJEA,CSD / Hückel(DFT),0,,,28,,33
ABIJEA,NBO(DFT) / Hückel(DFT),0,,,28,,33
ABIKAY,ILP / CSD,1,1,18,18,20,20
ABIKAY,ILP / NBO(DFT),1,1,18,18,20,20
ABIKAY,ILP / Hückel(DFT),1,1,18,18,20,20
ABIKAY,CSD / NBO(DFT),1,1,18,18,20,20
ABIKAY,CSD / Hückel(DFT),1,1,18,18,20,20
ABIKAY,NBO(DFT) / Hückel(DFT),1,1,18,18,20,20
ABIKOM,ILP / CSD,1,0,11,11,9,11
ABIKOM,ILP / NBO(DFT),0,,11,,9,
ABIKOM,ILP / Hückel(DFT),1,0,11,11,9,11
ABIKOM,CSD / NBO(DFT),0,,11,,11,
ABIKOM,CSD / Hückel(DFT),1,1,11,11,11,11
ABIKOM,NBO(DFT) / Hückel(DFT),0,,,11,,11
ABIKUS,ILP / CSD,1,0,13,13,11,13
ABIKUS,ILP / NBO(DFT),0,,13,,11,
ABIKUS,ILP / Hückel(DFT),1,0,13,13,11,13
ABIKUS,CSD / NBO(DFT),0,,13,,13,
ABIKUS,CSD / Hückel(DFT),1,1,13,13,13,13
ABIKUS,NBO(DFT) / Hückel(DFT),0,,,13,,13
ABIPAE,ILP / CSD,1,1,31,31,36,36
ABIPAE,ILP / NBO(DFT),1,1,31,31,36,36
ABIPAE,ILP / Hückel(DFT),1,1,31,31,36,36
ABIPAE,CSD / NBO(DFT),1,1,31,31,36,36
ABIPAE,CSD / Hückel(DFT),1,1,31,31,36,36
ABIPAE,NBO(DFT) / Hückel(DFT),1,1,31,31,36,36
ABIPEI,ILP / CSD,1,1,29,29,35,35
ABIPEI,ILP / NBO(DFT),0,,29,,35,
ABIPEI,ILP / Hückel(DFT),1,1,29,29,35,35
ABIPEI,CSD / NBO(DFT),0,,29,,35,
ABIPEI,CSD / Hückel(DFT),1,1,29,29,35,35
ABIPEI,NBO(DFT) / Hückel(DFT),0,,,29,,35
ABIQIN,ILP / CSD,1,1,20,20,22,22
ABIQIN,ILP / NBO(DFT),1,1,20,20,22,22
ABIQIN,ILP / Hückel(DFT),1,1,20,20,22,22
ABIQIN,CSD / NBO(DFT),1,1,20,20,22,22
ABIQIN,CSD / Hückel(DFT),1,1,20,20,22,22
ABIQIN,NBO(DFT) / Hückel(DFT),1,1,20,20,22,22
ABIQOR,ILP / CSD,1,0,34,34,36,37
ABIQOR,ILP / NBO(DFT),1,0,34,34,36,37
ABIQOR,ILP / Hückel(DFT),1,0,34,34,36,37
ABIQOR,CSD / NBO(DFT),1,1,34,34,37,37
ABIQOR,CSD / Hückel(DFT),1,1,34,34,37,37
ABIQOR,NBO(DFT) / Hückel(DFT),1,1,34,34,37,37
ABIQUX,ILP / CSD,1,0,29,29,32,33
ABIQUX,ILP / NBO(DFT),1,0,29,29,32,33
ABIQUX,ILP / Hückel(DFT),1,0,29,29,32,33
ABIQUX,CSD / NBO(DFT),1,1,29,29,33,33
ABIQUX,CSD / Hückel(DFT),1,1,29,29,33,33
ABIQUX,NBO(DFT) / Hückel(DFT),1,1,29,29,33,33
ABIRIO,ILP / CSD,0,,19,,24,
ABIRIO,ILP / NBO(DFT),1,1,19,19,24,24
ABIRIO,ILP / Hückel(DFT),1,1,19,19,24,24
ABIRIO,CSD / NBO(DFT),0,,,19,,24
ABIRIO,CSD / Hückel(DFT),0,,,19,,24
ABIRIO,NBO(DFT) / Hückel(DFT),1,1,19,19,24,24
ABIROU,ILP / CSD,0,,20,,25,
ABIROU,ILP / NBO(DFT),1,1,20,20,25,25
ABIROU,ILP / Hückel(DFT),1,1,20,20,25,25
ABIROU,CSD / NBO(DFT),0,,,20,,25
ABIROU,CSD / Hückel(DFT),0,,,20,,25
ABIROU,NBO(DFT) / Hückel(DFT),1,1,20,20,25,25
ABIRUA,ILP / CSD,0,,25,,31,
ABIRUA,ILP / NBO(DFT),0,,25,,31,
ABIRUA,ILP / Hückel(DFT),1,1,25,25,31,31
ABIRUA,CSD / NBO(DFT),0,,,,,
ABIRUA,CSD / Hückel(DFT),0,,,25,,31
ABIRUA,NBO(DFT) / Hückel(DFT),0,,,25,,31
ABISAH,ILP / CSD,0,,21,,26,
ABISAH,ILP / NBO(DFT),1,1,21,21,26,26
ABISAH,ILP / Hückel(DFT),1,1,21,21,26,26
ABISAH,CSD / NBO(DFT),0,,,21,,26
ABISAH,CSD / Hückel(DFT),0,,,21,,26
ABISAH,NBO(DFT) / Hückel(DFT),1,1,21,21,26,26
ABISAI,ILP / CSD,1,1,24,24,31,31
ABISAI,ILP / NBO(DFT),0,,24,,31,
ABISAI,ILP / Hückel(DFT),1,1,24,24,31,31
ABISAI,CSD / NBO(DFT),0,,24,,31,
ABISAI,CSD / Hückel(DFT),1,1,24,24,31,31
ABISAI,NBO(DFT) / Hückel(DFT),0,,,24,,31
ABISEL,ILP / CSD,0,,24,,31,
ABISEL,ILP / NBO(DFT),1,1,24,24,31,31
ABISEL,ILP / Hückel(DFT),1,1,24,24,31,31
ABISEL,CSD / NBO(DFT),0,,,24,,31
ABISEL,CSD / Hückel(DFT),0,,,24,,31
ABISEL,NBO(DFT) / Hückel(DFT),1,1,24,24,31,31
ABISEM,ILP / CSD,1,1,25,25,32,32
ABISEM,ILP / NBO(DFT),0,,25,,32,
ABISEM,ILP / Hückel(DFT),1,1,25,25,32,32
ABISEM,CSD / NBO(DFT),0,,25,,32,
ABISEM,CSD / Hückel(DFT),1,1,25,25,32,32
ABISEM,NBO(DFT) / Hückel(DFT),0,,,25,,32
ABISIO,ILP / CSD,1,1,39,39,44,44
ABISIO,ILP / NBO(DFT),1,1,39,39,44,44
ABISIO,ILP / Hückel(DFT),1,1,39,39,44,44
ABISIO,CSD / NBO(DFT),1,1,39,39,44,44
ABISIO,CSD / Hückel(DFT),1,1,39,39,44,44
ABISIO,NBO(DFT) / Hückel(DFT),1,1,39,39,44,44
ABISIQ,ILP / CSD,1,1,26,26,33,33
ABISIQ,ILP / NBO(DFT),0,,26,,33,
ABISIQ,ILP / Hückel(DFT),1,1,26,26,33,33
ABISIQ,CSD / NBO(DFT),0,,26,,33,
ABISIQ,CSD / Hückel(DFT),1,1,26,26,33,33
ABISIQ,NBO(DFT) / Hückel(DFT),0,,,26,,33
ABISOW,ILP / CSD,1,1,25,25,32,32
ABISOW,ILP / NBO(DFT),0,,25,,32,
ABISOW,ILP / Hückel(DFT),1,1,25,25,32,32
ABISOW,CSD / NBO(DFT),0,,25,,32,
ABISOW,CSD / Hückel(DFT),1,1,25,25,32,32
ABISOW,NBO(DFT) / Hückel(DFT),0,,,25,,32
ABISUC,ILP / CSD,1,1,27,27,34,34
ABISUC,ILP / NBO(DFT),0,,27,,34,
ABISUC,ILP / Hückel(DFT),1,1,27,27,34,34
ABISUC,CSD / NBO(DFT),0,,27,,34,
ABISUC,CSD / Hückel(DFT),1,1,27,27,34,34
ABISUC,NBO(DFT) / Hückel(DFT),0,,,27,,34
ABITAJ,ILP / CSD,1,1,28,28,35,35
ABITAJ,ILP / NBO(DFT),0,,28,,35,
ABITAJ,ILP / Hückel(DFT),1,1,28,28,35,35
ABITAJ,CSD / NBO(DFT),0,,28,,35,
ABITAJ,CSD / Hückel(DFT),1,1,28,28,35,35
ABITAJ,NBO(DFT) / Hückel(DFT),0,,,28,,35
ABITEM,ILP / CSD,1,1,29,29,34,34
ABITEM,ILP / NBO(DFT),1,1,29,29,34,34
ABITEM,ILP / Hückel(DFT),1,1,29,29,34,34
ABITEM,CSD / NBO(DFT),1,1,29,29,34,34
ABITEM,CSD / Hückel(DFT),1,1,29,29,34,34
ABITEM,NBO(DFT) / Hückel(DFT),1,1,29,29,34,34
ABITEN,ILP / CSD,1,1,25,25,32,32
ABITEN,ILP / NBO(DFT),1,1,25,25,32,32
ABITEN,ILP / Hückel(DFT),1,1,25,25,32,32
ABITEN,CSD / NBO(DFT),1,1,25,25,32,32
ABITEN,CSD / Hückel(DFT),1,1,25,25,32,32
ABITEN,NBO(DFT) / Hückel(DFT),1,1,25,25,32,32
ABIVAK,ILP / CSD,1,1,29,29,34,34
ABIVAK,ILP / NBO(DFT),1,1,29,29,34,34
ABIVAK,ILP / Hückel(DFT),1,1,29,29,34,34
ABIVAK,CSD / NBO(DFT),1,1,29,29,34,34
ABIVAK,CSD / Hückel(DFT),1,1,29,29,34,34
ABIVAK,NBO(DFT) / Hückel(DFT),1,1,29,29,34,34
ABIWUD,ILP / CSD,1,1,15,15,14,14
ABIWUD,ILP / NBO(DFT),1,1,15,15,14,14
ABIWUD,ILP / Hückel(DFT),1,1,15,15,14,14
ABIWUD,CSD / NBO(DFT),1,1,15,15,14,14
ABIWUD,CSD / Hückel(DFT),1,1,15,15,14,14
ABIWUD,NBO(DFT) / Hückel(DFT),1,1,15,15,14,14
ABIWUE,ILP / CSD,1,1,21,21,23,23
ABIWUE,ILP / NBO(DFT),1,1,21,21,23,23
ABIWUE,ILP / Hückel(DFT),1,1,21,21,23,23
ABIWUE,CSD / NBO(DFT),1,1,21,21,23,23
ABIWUE,CSD / Hückel(DFT),1,1,21,21,23,23
ABIWUE,NBO(DFT) / Hückel(DFT),1,1,21,21,23,23
ABIZIW,ILP / CSD,1,1,22,22,26,26
ABIZIW,ILP / NBO(DFT),1,1,22,22,26,26
ABIZIW,ILP / Hückel(DFT),1,1,22,22,26,26
ABIZIW,CSD / NBO(DFT),1,1,22,22,26,26
ABIZIW,CSD / Hückel(DFT),1,1,22,22,26,26
ABIZIW,NBO(DFT) / Hückel(DFT),1,1,22,22,26,26
ABOBEA,ILP / CSD,1,1,31,31,37,37
ABOBEA,ILP / NBO(DFT),1,1,31,31,37,37
ABOBEA,ILP / Hückel(DFT),1,1,31,31,37,37
ABOBEA,CSD / NBO(DFT),1,1,31,31,37,37
ABOBEA,CSD / Hückel(DFT),1,1,31,31,37,37
ABOBEA,NBO(DFT) / Hückel(DFT),1,1,31,31,37,37
ABOBIE,ILP / CSD,1,1,17,17,19,19
ABOBIE,ILP / NBO(DFT),1,1,17,17,19,19
ABOBIE,ILP / Hückel(DFT),1,1,17,17,19,19
ABOBIE,CSD / NBO(DFT),1,1,17,17,19,19
ABOBIE,CSD / Hückel(DFT),1,1,17,17,19,19
ABOBIE,NBO(DFT) / Hückel(DFT),1,1,17,17,19,19
ABOBOK,ILP / CSD,1,1,18,18,20,20
ABOBOK,ILP / NBO(DFT),1,1,18,18,20,20
ABOBOK,ILP / Hückel(DFT),1,1,18,18,20,20
ABOBOK,CSD / NBO(DFT),1,1,18,18,20,20
ABOBOK,CSD / Hückel(DFT),1,1,18,18,20,20
ABOBOK,NBO(DFT) / Hückel(DFT),1,1,18,18,20,20
ABODUS,ILP / CSD,0,,29,,29,
ABODUS,ILP / NBO(DFT),1,1,29,29,29,29
ABODUS,ILP / Hückel(DFT),1,1,29,29,29,29
ABODUS,CSD / NBO(DFT),0,,,29,,29
ABODUS,CSD / Hückel(DFT),0,,,29,,29
ABODUS,NBO(DFT) / Hückel(DFT),1,1,29,29,29,29
ABOFAA,ILP / CSD,1,1,29,29,29,29
ABOFAA,ILP / NBO(DFT),1,1,29,29,29,29
ABOFAA,ILP / Hückel(DFT),1,1,29,29,29,29
ABOFAA,CSD / NBO(DFT),1,1,29,29,29,29
ABOFAA,CSD / Hückel(DFT),1,1,29,29,29,29
ABOFAA,NBO(DFT) / Hückel(DFT),1,1,29,29,29,29
ABOFAZ,ILP / CSD,1,1,23,23,26,26
ABOFAZ,ILP / NBO(DFT),1,1,23,23,26,26
ABOFAZ,ILP / Hückel(DFT),1,1,23,23,26,26
ABOFAZ,CSD / NBO(DFT),1,1,23,23,26,26
ABOFAZ,CSD / Hückel(DFT),1,1,23,23,26,26
ABOFAZ,NBO(DFT) / Hückel(DFT),1,1,23,23,26,26
ABOJOT,ILP / CSD,1,1,12,12,16,16
ABOJOT,ILP / NBO(DFT),1,1,12,12,16,16
ABOJOT,ILP / Hückel(DFT),1,1,12,12,16,16
ABOJOT,CSD / NBO(DFT),1,1,12,12,16,16
ABOJOT,CSD / Hückel(DFT),1,1,12,12,16,16
ABOJOT,NBO(DFT) / Hückel(DFT),1,1,12,12,16,16
ABOMAI,ILP / CSD,1,0,27,27,31,32
ABOMAI,ILP / NBO(DFT),0,,27,,31,
ABOMAI,ILP / Hückel(DFT),1,1,27,27,31,31
ABOMAI,CSD / NBO(DFT),0,,27,,32,
ABOMAI,CSD / Hückel(DFT),1,0,27,27,32,31
ABOMAI,NBO(DFT) / Hückel(DFT),0,,,27,,31
ABOPOX,ILP / CSD,1,1,22,22,26,26
ABOPOX,ILP / NBO(DFT),0,,22,,26,
ABOPOX,ILP / Hückel(DFT),1,1,22,22,26,26
ABOPOX,CSD / NBO(DFT),0,,22,,26,
ABOPOX,CSD / Hückel(DFT),1,1,22,22,26,26
ABOPOX,NBO(DFT) / Hückel(DFT),0,,,22,,26
ABOQUE,ILP / CSD,1,1,18,18,20,20
ABOQUE,ILP / NBO(DFT),1,1,18,18,20,20
ABOQUE,ILP / Hückel(DFT),1,1,18,18,20,20
ABOQUE,CSD / NBO(DFT),1,1,18,18,20,20
ABOQUE,CSD / Hückel(DFT),1,1,18,18,20,20
ABOQUE,NBO(DFT) / Hückel(DFT),1,1,18,18,20,20
ABOSUH,ILP / CSD,1,1,27,27,30,30
ABOSUH,ILP / NBO(DFT),1,1,27,27,30,30
ABOSUH,ILP / Hückel(DFT),1,1,27,27,30,30
ABOSUH,CSD / NBO(DFT),1,1,27,27,30,30
ABOSUH,CSD / Hückel(DFT),1,1,27,27,30,30
ABOSUH,NBO(DFT) / Hückel(DFT),1,1,27,27,30,30
ABOTNI,ILP / CSD,1,1,25,25,30,30
ABOTNI,ILP / NBO(DFT),1,0,25,25,30,28
ABOTNI,ILP / Hückel(DFT),1,1,25,25,30,30
ABOTNI,CSD / NBO(DFT),1,0,25,25,30,28
ABOTNI,CSD / Hückel(DFT),1,1,25,25,30,30
ABOTNI,NBO(DFT) / Hückel(DFT),1,0,25,25,28,30
ABOWOF,ILP / CSD,0,,24,,26,
ABOWOF,ILP / NBO(DFT),1,1,24,24,26,26
ABOWOF,ILP / Hückel(DFT),1,1,24,24,26,26
ABOWOF,CSD / NBO(DFT),0,,,24,,26
ABOWOF,CSD / Hückel(DFT),0,,,24,,26
ABOWOF,NBO(DFT) / Hückel(DFT),1,1,24,24,26,26
ABOXIB,ILP / CSD,1,1,30,30,34,34
ABOXIB,ILP / NBO(DFT),0,,30,,34,
ABOXIB,ILP / Hückel(DFT),1,0,30,30,34,35
ABOXIB,CSD / NBO(DFT),0,,30,,34,
ABOXIB,CSD / Hückel(DFT),1,0,30,30,34,35
ABOXIB,NBO(DFT) / Hückel(DFT),0,,,30,,35
ABOXIY,ILP / CSD,1,1,19,19,21,21
ABOXIY,ILP / NBO(DFT),0,,19,,21,
ABOXIY,ILP / Hückel(DFT),1,1,19,19,21,21
ABOXIY,CSD / NBO(DFT),0,,19,,21,
ABOXIY,CSD / Hückel(DFT),1,1,19,19,21,21
ABOXIY,NBO(DFT) / Hückel(DFT),0,,,19,,21
ABOXOG,ILP / CSD,1,1,44,44,50,50
ABOXOG,ILP / NBO(DFT),1,1,44,44,50,50
ABOXOG,ILP / Hückel(DFT),1,1,44,44,50,50
ABOXOG,CSD / NBO(DFT),1,1,44,44,50,50
ABOXOG,CSD / Hückel(DFT),1,1,44,44,50,50
ABOXOG,NBO(DFT) / Hückel(DFT),1,1,44,44,50,50
ABOXOH,ILP / CSD,1,0,38,38,43,44
ABOXOH,ILP / NBO(DFT),0,,38,,43,
ABOXOH,ILP / Hückel(DFT),1,0,38,38,43,44
ABOXOH,CSD / NBO(DFT),0,,38,,44,
ABOXOH,CSD / Hückel(DFT),1,1,38,38,44,44
ABOXOH,NBO(DFT) / Hückel(DFT),0,,,38,,44
ABOYAT,ILP / CSD,1,1,47,47,53,53
ABOYAT,ILP / NBO(DFT),1,1,47,47,53,53
ABOYAT,ILP / Hückel(DFT),1,1,47,47,53,53
ABOYAT,CSD / NBO(DFT),1,1,47,47,53,53
ABOYAT,CSD / Hückel(DFT),1,1,47,47,53,53
ABOYAT,NBO(DFT) / Hückel(DFT),1,1,47,47,53,53
ABOZEW,ILP / CSD,1,1,22,22,32,32
ABOZEW,ILP / NBO(DFT),0,,22,,32,
ABOZEW,ILP / Hückel(DFT),1,1,22,22,32,32
ABOZEW,CSD / NBO(DFT),0,,22,,32,
ABOZEW,CSD / Hückel(DFT),1,1,22,22,32,32
ABOZEW,NBO(DFT) / Hückel(DFT),0,,,22,,32
ABOZOH,ILP / CSD,1,1,19,19,21,21
ABOZOH,ILP / NBO(DFT),1,1,19,19,21,21
ABOZOH,ILP / Hückel(DFT),1,1,19,19,21,21
ABOZOH,CSD / NBO(DFT),1,1,19,19,21,21
ABOZOH,CSD / Hückel(DFT),1,1,19,19,21,21
ABOZOH,NBO(DFT) / Hückel(DFT),1,1,19,19,21,21
ABUBOO,ILP / CSD,1,1,21,21,24,24
ABUBOO,ILP / NBO(DFT),0,,21,,24,
ABUBOO,ILP / Hückel(DFT),1,1,21,21,24,24
ABUBOO,CSD / NBO(DFT),0,,21,,24,
ABUBOO,CSD / Hückel(DFT),1,1,21,21,24,24
ABUBOO,NBO(DFT) / Hückel(DFT),0,,,21,,24
ABUDOS,ILP / CSD,1,1,23,23,25,25
ABUDOS,ILP / NBO(DFT),1,1,23,23,25,25
ABUDOS,ILP / Hückel(DFT),1,1,23,23,25,25
ABUDOS,CSD / NBO(DFT),1,1,23,23,25,25
ABUDOS,CSD / Hückel(DFT),1,1,23,23,25,25
ABUDOS,NBO(DFT) / Hückel(DFT),1,1,23,23,25,25
ABUFAE,ILP / CSD,1,1,38,38,45,45
ABUFAE,ILP / NBO(DFT),1,1,38,38,45,45
ABUFAE,ILP / Hückel(DFT),1,1,38,38,45,45
ABUFAE,CSD / NBO(DFT),1,1,38,38,45,45
ABUFAE,CSD / Hückel(DFT),1,1,38,38,45,45
ABUFAE,NBO(DFT) / Hückel(DFT),1,1,38,38,45,45
ABUFIM,ILP / CSD,1,1,29,29,32,32
ABUFIM,ILP / NBO(DFT),1,1,29,29,32,32
ABUFIM,ILP / Hückel(DFT),1,1,29,29,32,32
ABUFIM,CSD / NBO(DFT),1,1,29,29,32,32
ABUFIM,CSD / Hückel(DFT),1,1,29,29,32,32
ABUFIM,NBO(DFT) / Hückel(DFT),1,1,29,29,32,32
ABUFOS,ILP / CSD,1,1,35,35,39,39
ABUFOS,ILP / NBO(DFT),1,1,35,35,39,39
ABUFOS,ILP / Hückel(DFT),1,1,35,35,39,39
ABUFOS,CSD / NBO(DFT),1,1,35,35,39,39
ABUFOS,CSD / Hückel(DFT),1,1,35,35,39,39
ABUFOS,NBO(DFT) / Hückel(DFT),1,1,35,35,39,39
ABUFUY,ILP / CSD,1,1,35,35,39,39
ABUFUY,ILP / NBO(DFT),1,1,35,35,39,39
ABUFUY,ILP / Hückel(DFT),1,1,35,35,39,39
ABUFUY,CSD / NBO(DFT),1,1,35,35,39,39
ABUFUY,CSD / Hückel(DFT),1,1,35,35,39,39
ABUFUY,NBO(DFT) / Hückel(DFT),1,1,35,35,39,39
ABUJEN,ILP / CSD,1,1,21,21,23,23
ABUJEN,ILP / NBO(DFT),0,,21,,23,
ABUJEN,ILP / Hückel(DFT),1,1,21,21,23,23
ABUJEN,CSD / NBO(DFT),0,,21,,23,
ABUJEN,CSD / Hückel(DFT),1,1,21,21,23,23
ABUJEN,NBO(DFT) / Hückel(DFT),0,,,21,,23
ABUKAM,ILP / CSD,1,1,33,33,36,36
ABUKAM,ILP / NBO(DFT),1,1,33,33,36,36
ABUKAM,ILP / Hückel(DFT),1,1,33,33,36,36
ABUKAM,CSD / NBO(DFT),1,1,33,33,36,36
ABUKAM,CSD / Hückel(DFT),1,1,33,33,36,36
ABUKAM,NBO(DFT) / Hückel(DFT),1,1,33,33,36,36
ABUMUH,ILP / CSD,1,0,40,40,47,47
ABUMUH,ILP / NBO(DFT),0,,40,,47,
ABUMUH,ILP / Hückel(DFT),1,1,40,40,47,47
ABUMUH,CSD / NBO(DFT),0,,40,,47,
ABUMUH,CSD / Hückel(DFT),1,0,40,40,47,47
ABUMUH,NBO(DFT) / Hückel(DFT),0,,,40,,47
ABUPIX,ILP / CSD,1,1,37,37,40,40
ABUPIX,ILP / NBO(DFT),1,1,37,37,40,40
ABUPIX,ILP / Hückel(DFT),1,1,37,37,40,40
ABUPIX,CSD / NBO(DFT),1,1,37,37,40,40
ABUPIX,CSD / Hückel(DFT),1,1,37,37,40,40
ABUPIX,NBO(DFT) / Hückel(DFT),1,1,37,37,40,40
ABUSAU,ILP / CSD,1,1,26,26,29,29
ABUSAU,ILP / NBO(DFT),1,1,26,26,29,29
ABUSAU,ILP / Hückel(DFT),1,1,26,26,29,29
ABUSAU,CSD / NBO(DFT),1,1,26,26,29,29
ABUSAU,CSD / Hückel(DFT),1,1,26,26,29,29
ABUSAU,NBO(DFT) / Hückel(DFT),1,1,26,26,29,29
ABUSEW,ILP / CSD,1,1,24,24,26,26
ABUSEW,ILP / NBO(DFT),1,1,24,24,26,26
ABUSEW,ILP / Hückel(DFT),1,1,24,24,26,26
ABUSEW,CSD / NBO(DFT),1,1,24,24,26,26
ABUSEW,CSD / Hückel(DFT),1,1,24,24,26,26
ABUSEW,NBO(DFT) / Hückel(DFT),1,1,24,24,26,26
ABUTIB,ILP / CSD,0,,23,,30,
ABUTIB,ILP / NBO(DFT),0,,23,,30,
ABUTIB,ILP / Hückel(DFT),1,1,23,23,30,30
ABUTIB,CSD / NBO(DFT),0,,,,,
ABUTIB,CSD / Hückel(DFT),0,,,23,,30
ABUTIB,NBO(DFT) / Hückel(DFT),0,,,23,,30
ABUTOH,ILP / CSD,0,,20,,29,
ABUTOH,ILP / NBO(DFT),1,1,20,20,29,29
ABUTOH,ILP / Hückel(DFT),1,1,20,20,29,29
ABUTOH,CSD / NBO(DFT),0,,,20,,29
ABUTOH,CSD / Hückel(DFT),0,,,20,,29
ABUTOH,NBO(DFT) / Hückel(DFT),1,1,20,20,29,29
ABUVUP,ILP / CSD,1,1,47,47,52,52
ABUVUP,ILP / NBO(DFT),1,1,47,47,52,52
ABUVUP,ILP / Hückel(DFT),1,1,47,47,52,52
ABUVUP,CSD / NBO(DFT),1,1,47,47,52,52
ABUVUP,CSD / Hückel(DFT),1,1,47,47,52,52
ABUVUP,NBO(DFT) / Hückel(DFT),1,1,47,47,52,52
ABUWEZ,ILP / CSD,1,1,29,29,28,28
ABUWEZ,ILP / NBO(DFT),1,1,29,29,28,28
ABUWEZ,ILP / Hückel(DFT),1,1,29,29,28,28
ABUWEZ,CSD / NBO(DFT),1,1,29,29,28,28
ABUWEZ,CSD / Hückel(DFT),1,1,29,29,28,28
ABUWEZ,NBO(DFT) / Hückel(DFT),1,1,29,29,28,28
ABUXIF,ILP / CSD,1,1,21,21,25,25
ABUXIF,ILP / NBO(DFT),1,1,21,21,25,25
ABUXIF,ILP / Hückel(DFT),1,1,21,21,25,25
ABUXIF,CSD / NBO(DFT),1,1,21,21,25,25
ABUXIF,CSD / Hückel(DFT),1,1,21,21,25,25
ABUXIF,NBO(DFT) / Hückel(DFT),1,1,21,21,25,25
ABUYAX,ILP / CSD,1,1,31,31,33,33
ABUYAX,ILP / NBO(DFT),1,1,31,31,33,33
ABUYAX,ILP / Hückel(DFT),1,1,31,31,33,33
ABUYAX,CSD / NBO(DFT),1,1,31,31,33,33
ABUYAX,CSD / Hückel(DFT),1,1,31,31,33,33
ABUYAX,NBO(DFT) / Hückel(DFT),1,1,31,31,33,33
ACACEM,ILP / CSD,1,1,26,26,30,30
ACACEM,ILP / NBO(DFT),1,1,26,26,30,30
ACACEM,ILP / Hückel(DFT),1,1,26,26,30,30
ACACEM,CSD / NBO(DFT),1,1,26,26,30,30
ACACEM,CSD / Hückel(DFT),1,1,26,26,30,30
ACACEM,NBO(DFT) / Hückel(DFT),1,1,26,26,30,30
ACADCO,ILP / CSD,0,,30,,33,
ACADCO,ILP / NBO(DFT),1,0,30,30,33,35
ACADCO,ILP / Hückel(DFT),1,1,30,30,33,33
ACADCO,CSD / NBO(DFT),0,,,30,,35
ACADCO,CSD / Hückel(DFT),0,,,30,,33
ACADCO,NBO(DFT) / Hückel(DFT),1,0,30,30,35,33
ACAFUI,ILP / CSD,1,0,36,36,41,42
ACAFUI,ILP / NBO(DFT),1,0,36,36,41,40
ACAFUI,ILP / Hückel(DFT),1,0,36,36,41,41
ACAFUI,CSD / NBO(DFT),1,0,36,36,42,40
ACAFUI,CSD / Hückel(DFT),1,0,36,36,42,41
ACAFUI,NBO(DFT) / Hückel(DFT),1,0,36,36,40,41
ACALOI,ILP / CSD,0,,40,,45,
ACALOI,ILP / NBO(DFT),1,1,40,40,45,45
ACALOI,ILP / Hückel(DFT),1,1,40,40,45,45
ACALOI,CSD / NBO(DFT),0,,,40,,45
ACALOI,CSD / Hückel(DFT),0,,,40,,45
ACALOI,NBO(DFT) / Hückel(DFT),1,1,40,40,45,45
ACAPDA,ILP / CSD,0,,18,,18,
ACAPDA,ILP / NBO(DFT),1,1,18,18,18,18
ACAPDA,ILP / Hückel(DFT),1,1,18,18,18,18
ACAPDA,CSD / NBO(DFT),0,,,18,,18
ACAPDA,CSD / Hückel(DFT),0,,,18,,18
ACAPDA,NBO(DFT) / Hückel(DFT),1,1,18,18,18,18
ACAPUQ,ILP / CSD,1,1,36,36,42,42
ACAPUQ,ILP / NBO(DFT),1,1,36,36,42,42
ACAPUQ,ILP / Hückel(DFT),1,1,36,36,42,42
ACAPUQ,CSD / NBO(DFT),1,1,36,36,42,42
ACAPUQ,CSD / Hückel(DFT),1,1,36,36,42,42
ACAPUQ,NBO(DFT) / Hückel(DFT),1,1,36,36,42,42
ACAQIE,ILP / CSD,1,1,30,30,35,35
ACAQIE,ILP / NBO(DFT),1,1,30,30,35,35
ACAQIE,ILP / Hückel(DFT),1,1,30,30,35,35
ACAQIE,CSD / NBO(DFT),1,1,30,30,35,35
ACAQIE,CSD / Hückel(DFT),1,1,30,30,35,35
ACAQIE,NBO(DFT) / Hückel(DFT),1,1,30,30,35,35
ACAQOK,ILP / CSD,1,1,22,22,26,26
ACAQOK,ILP / NBO(DFT),1,0,22,22,26,22
ACAQOK,ILP / Hückel(DFT),1,1,22,22,26,26
ACAQOK,CSD / NBO(DFT),1,0,22,22,26,22
ACAQOK,CSD / Hückel(DFT),1,1,22,22,26,26
ACAQOK,NBO(DFT) / Hückel(DFT),1,0,22,22,22,26
ACARAZ,ILP / CSD,1,1,25,25,26,26
ACARAZ,ILP / NBO(DFT),1,1,25,25,26,26
ACARAZ,ILP / Hückel(DFT),1,1,25,25,26,26
ACARAZ,CSD / NBO(DFT),1,1,25,25,26,26
ACARAZ,CSD / Hückel(DFT),1,1,25,25,26,26
ACARAZ,NBO(DFT) / Hückel(DFT),1,1,25,25,26,26
ACARED,ILP / CSD,1,1,25,25,26,26
ACARED,ILP / NBO(DFT),1,1,25,25,26,26
ACARED,ILP / Hückel(DFT),1,1,25,25,26,26
ACARED,CSD / NBO(DFT),1,1,25,25,26,26
ACARED,CSD / Hückel(DFT),1,1,25,25,26,26
ACARED,NBO(DFT) / Hückel(DFT),1,1,25,25,26,26
ACAREE,ILP / CSD,1,1,21,21,27,27
ACAREE,ILP / NBO(DFT),1,1,21,21,27,27
ACAREE,ILP / Hückel(DFT),1,1,21,21,27,27
